ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
BJ7006-56L,Citizen Promaster nighthawk Bj7006-56l,M,world,218.49,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-bj7006-56l.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-promaster-nighthawk-blue-dial-mens-watch-bj7006-56l--.jpg,Jomashop,promaster.nighthawk,,Eco-Drive,,,42,Stainless Steel,20,Stainless Steel,Scratch Resistant Mineral,Blue,Stainless Steel,Silver-tone,,,"Date, GMT, Second Time Zone, Hour, Minute, Second, Solar-powered","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Pilots rotating slide ring black stainless steel bezel. Blue dial with Arabic numeral and index hour markers. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Citizen Caliber Eco-Drive B877 eco-drive movement. Scratch resistant mineral crystal. Screw down crown. Solid case back. Round case shape, case size: 42 mm, case thickness: 12 mm. Band width: 24 mm. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: date, GMT, second time zone, hour, minute, second, solar-powered. Sport watch style. Watch label: Japan Movt. Citizen Promaster Nighthawk Blue Dial Mens Watch BJ7006-56L.","Calendar, GMT, Solar, Stainless Steel, Time Zone"
SL-13857SM-01-OA,Swiss Legend Oceanaire Sl-13857sm-01-oa,M,world,142.49,USD,Swiss Legend,New,,https://www.jomashop.com/swiss-legend-watch-sl-13857sm-01-oa.html,https://cdn2.jomashop.com/media/catalog/product/s/w/swiss-legend-oceanaire-chronograph-black-dial-watch-sl-13857sm-01-oa.jpg,Jomashop,oceanaire,,Quartz,,,46,Stainless Steel,20,Stainless Steel,Sapphitek,Black,Rubber,Black,,,"Chronograph, Date, Hour, Minute, Second","Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating orange stainless steel bezel. Black dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Chronograph - sub-dials displaying: two - 60 second and 30 minute. ISA Caliber 8371/2010 quartz movement. Scratch resistant sapphitek crystal. Screw down crown. Solid case back. Round case shape, case size: 46 mm, case thickness: 14 mm. Band width: 24 mm. Buckle clasp. Water resistant at 200 meters / 660 feet. Functions: chronograph, date, hour, minute, second. Dive watch style. Watch label: Swiss Made. Swiss Legend Oceanaire Chronograph Black Dial Watch SL-13857SM-01-OA.","Calendar, Chronograph, Rubber, Stainless Steel"
T113.109.16.116.00,Tissot Femini-t T113.109.16.116.00,M,world,113.05,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t113-109-16-116-00.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-femini-t-mother-of-pearl-dial-ladies-watch-t113.109.16.116.00.jpg,Jomashop,femini.t,,Quartz,,,25,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Mother Of Pearl,Leather,Red,,,"Hour, Minute","Silver-tone stainless steel case with a red leather strap. Fixed silver-tone stainless steel bezel. Mother of pearl dial with silver-tone hands and diamonds hour markers. Dial Type: Analog. ETA Caliber 901.001 quartz movement. Scratch resistant sapphire crystal. Solid case back. Unique case shape, case size: 24.8 mm x 22.58 mm, case thickness: 6.1 mm. Band width: 1.9 mm. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Dress watch style. Watch label: Swiss Made. Tissot Femini-T Mother Of Pearl Dial Diamond Ladies Watch T113.109.16.116.00.","Leather, Stainless Steel"
C032.407.17.051.00,Certina Ds action diver C032.407.17.051.00,M,world,479.04,USD,Certina,New,,https://www.jomashop.com/certina-watch-c032-407-17-051-00.html,https://cdn2.jomashop.com/media/catalog/product/c/e/certina-ds-action-diver-automatic-black-dial-mens-watch-c032.407.17.051.00--.jpg,Jomashop,ds.action.diver,,Automatic,80,,43,Stainless Steel,30,Stainless Steel with a Black Aluminium Top Ring,Scratch Resistant Sapphire,Black,Rubber,Black,,,"Date, Hour, Minute, Second","Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating silver-tone stainless steel with a black aluminium top ring bezel. Black dial with luminous silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Powermatic 80.111 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 43 mm, case thickness: 13.1 mm. Band width: 20 mm. Deployment with push button release clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second. Dive watch style. Watch label: Swiss Made. Certina DS Action Diver Automatic Black Dial Mens Watch C032.407.17.051.00.","Calendar, Rubber, Stainless Steel"
9403,Invicta Pro diver 9403,M,world,76.74,USD,Invicta,New,,https://www.jomashop.com/invicta-pro-diver-mens-watch-9403.html,https://cdn2.jomashop.com/media/catalog/product/i/n/invicta-pro-diver-automatic-mens-watch-9403.jpg,Jomashop,pro.diver,,Automatic,41,,40,Stainless Steel,20,Stainless Steel,Scratch Resistant Mineral,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Unidirectional black and red (coke) ion-plated stainless steel bezel. Black dial with luminous hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. SII Caliber NH35A automatic movement with a 41-hour power reserve. Scratch resistant mineral crystal. Screw down crown. Skeleton case back. Round case shape, case size: 40 mm, case thickness: 14 mm. Band width: 20 mm, band length: 9 inches. Fold over with safety release clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Sport watch style. Watch label: Japan Movt. Invicta Pro Diver Automatic Coke Bezel Mens Watch 9403.","Calendar, Stainless Steel"
SL-10616SM-01-RDA,Swiss Legend Lionpulse Sl-10616sm-01-rda,M,world,149.99,USD,Swiss Legend,New,,https://www.jomashop.com/swiss-legend-watch-10616sm-01-rda.html,https://cdn2.jomashop.com/media/catalog/product/s/w/swiss-legend-lionpulse-chronograph-mens-watch-10616sm01rda.jpg,Jomashop,lionpulse,,Quartz,,,50,Stainless Steel,20,Stainless Steel,Sapphitek,Black,Silicone,Black,,,"Chronograph, Date, Hour, Minute, Second","Stainless steel case with a black silicone strap. Fixed black ion-plated bezel. Black dial with luminous black and white hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and indices. Date display between the 4 and 5 o'clock positions. Chronograph - three sub-dials displaying: 60 second, 30 minute and 1/10th of a second. 8371/2220/6000 quartz movement. Scratch resistant Sapphitek crystal. Screw down crown. Screw down stainless steel case back. Case size: 50 mm. Case thickness: 16 mm. Round case shape. Band width: 24 mm. Band length: 8.5 inches. Tang clasp. Water resistant at 200 meters / 660 feet. Functions: chronograph, date, hour, minute, second. Additional Info: in general, suitable for professional marine activity and serious surface water sports, but not diving. Sport watch style. Watch label: Swiss Made. Swiss Legend Lionpulse Chronograph Mens Watch 10616SM-01-RDA.","Calendar, Chronograph, Stainless Steel"
L3.716.4.76.6,Longines Conquest v.h.p. L3.716.4.76.6,M,world,667.2,USD,Longines,New,,https://www.jomashop.com/longines-watch-l3-716-4-76-6.html,https://cdn2.jomashop.com/media/catalog/product/l/o/longines-conquest-v.h.p.-silver-dial-men_s-watch-l3.716.4.76.6.jpg,Jomashop,conquest.v.h.p.,,Quartz,,,41,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Silver-tone,Stainless Steel,Silver-tone,,,"Perpetual Calendar, Date, Hour, Minute, Second, Battery EOL Indicator, Shock Resistant, Magnetic Resistant","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed silver-tone stainless steel bezel. Silver-tone dial with index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Longines Calibre L289.2 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 41 mm, case thickness: 12 mm. Band width: 20 mm. Fold over with push button release clasp. Water resistant at 50 meters / 165 feet. Functions: perpetual calendar, date, hour, minute, second, battery eol indicator, shock resistant, magnetic resistant. Casual watch style. Watch label: Swiss Made. Item Variations: Accuracy of 5 sec/Year!. Longines Conquest V.H.P. Silver Dial Mens Watch L3.716.4.76.6.","Calendar, Perpetual, Stainless Steel"
GA100-1A4,Casio G-shock Ga100-1a4,M,world,58.9,USD,Casio,New,,https://www.jomashop.com/casio-g-shock-mens-watch-ga100-1a4.html,https://cdn2.jomashop.com/media/catalog/product/c/a/casio-g-shock-black-resin-strap-men_s-watch-ga100-1a4_1.jpg,Jomashop,g.shock,,Quartz,,,51,Black Resin,20,,Mineral,Black,Resin, Black,,,"Day, Date, 1/1000th Second Stopwatch, Speed Indicator. Hourly Time Signal. Auto-Calendar. Daily Alarm. Countdown Timer. Backlight Auto LED light with afterglow. 12/24-Hour Formats. World Time 29 times zones (48 cities + UTC)., Hour, Minute, Second","Black resin case with a black resin strap. Fixed bezel. Black dial with red and silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog-digital. Digital day of the week and date. Chronograph - three sub-dials displaying: 60 second, 60 minute and 1/10th of a second. Quartz movement. Scratch resistant mineral crystal. Solid case back. Case size: 51.2 mm. Case thickness: 16.9 mm. Round case shape. Tang clasp. Water resistant at 200 meters / 660 feet. Functions: day, date, 1/1000th second stopwatch, speed indicator. hourly time signal. auto-calendar. daily alarm. countdown timer. backlight auto led light with afterglow. 12/24-hour formats. world time 29 times zones (48 cities + utc)., hour, minute, second. Additional Info: 29 times zones, 4 daily alarms, an hourly alarm. Sport watch style. Item Variations: GA100 1A4, GA100.1A4, GA1001A4. Casio G-Shock Black Resin Strap Mens Watch GA100-1A4.","Alarm, Calendar, Chronograph, World Time"
2847-STC-20001,Raymond Weil Maestro 2847-stc-20001,M,world,449,USD,Raymond Weil,New,,https://www.jomashop.com/raymond-weil-watch-2847-stc-20001.html,https://cdn2.jomashop.com/media/catalog/product/r/a/raymond-weil-maestro-black-dial-black-leather-mens-watch-2847stc20001.jpg,Jomashop,maestro,,Automatic,38,,42,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Black,(Croco-Embossed) Leather,Black,,,"Date, Hour, Minute, Second","Stainless steel case with a black (croco-embossed) leather strap. Fixed stainless steel bezel. Black dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Raymond Weil calibre RW 4200 automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 41.5 mm. Case thickness: 9 mm. Band width: 21 mm. Band length: 9 inches. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Item Variations: 2847 STC 20001, 2847.STC.20001, 2847STC20001. Raymond Weil Maestro Automatic Black Dial Mens Watch 2847-STC-20001.","Calendar, Leather, Stainless Steel"
T064.210.22.011.00,Tissot T-trend collection T064.210.22.011.00,M,world,149.99,USD,Tissot,New,,https://www.jomashop.com/tissot-ceramic-watch-t0642102201100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-trend-white-ceramic-ladies-watch-t0642102201100.jpg,Jomashop,t.trend.collection,,Quartz,,,28,Stainless Steel,3,Stainless Steel with White Ceramic,,Mother of Pearl,Stainless Steel with White Ceramic center links,Silver-tone,,,"Hour, Minute, Second","Stainless steel case with a stainless steel bracelet with white ceramic center links. Fixed stainless steel bezel with white ceramic inlay. Mother of pearl dial with silver-tone hands and index hour markers. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Solid case back. Case diameter: 28 mm. Case thickness: 6 mm. Round case shape. Band width: 16 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: hours, minutes. Casual watch style. Watch label: Swiss Made. Tissot T-Trend White Ceramic Ladies Watch T0642102201100.","Ceramic, Stainless Steel"
T115.417.27.061.00,Tissot T-race T115.417.27.061.00,M,world,331.55,USD,Tissot,New,,https://www.jomashop.com/tissot-t-race-watch-t1154172706100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-race-black-dial-mens-chronograph-watch-t1154172706100.jpg,Jomashop,t.race,,Quartz,,,48,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Black,Silicone,Black,,,"Chronograph, Rattrapante, Date, Hour, Minute, Small Second","Silver-tone stainless steel case with a black silicone strap. Fixed black PVD stainless steel bezel. Black dial with luminous silver-tone hands and index hour markers. Minute markers. tachymeter masrkings around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 30 minute and 1/10th of a second. ETA Caliber G10.212 quartz movement. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 47.6 mm, case thickness: 12.3 mm. Band width: 22 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, rattrapante, date, hour, minute, small second. Casual watch style. Watch label: Swiss Made. Tissot T-Race Chronograph Quartz Black Dial Mens Watch T115.417.27.061.00.","Calendar, Chronograph, Rubber, Stainless Steel"
RA-EL0002L00A,Orient Triton Ra-el0002l00a,M,world,308.75,USD,Orient,New,,https://www.jomashop.com/orient-triton-watch-ra-el0002l00a.html,https://cdn2.jomashop.com/media/catalog/product/o/r/orient-triton-automatic-blue-dial-mens-watch-ra-el0002l00a.jpg,Jomashop,triton,,Automatic,40,,43,Stainless Steel,20,Stainless Steel,Scratch Resistant Sapphire,Blue,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second, Power Reserve Indicator","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Uni-directional rotating blue stainless steel bezel. Blue dial with silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 4 o'clock position. One - power reserve indicator subdial. Orient Calibre 40N5A automatic movement with a 40-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 43.4 mm, case thickness: 13.6 mm. Band width: 22 mm. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second, power reserve indicator. Casual watch style. Watch label: Japan Movt. Orient Triton Automatic Blue Dial Mens Watch RA-EL0002L00A.","Calendar, Stainless Steel"
SUP880,Seiko Solar Sup880,M,world,93.09,USD,Seiko,New,,https://www.jomashop.com/seiko-watch-sup880.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-solar-white-dial-black-leather-men_s-watch-sup880.jpg,Jomashop,solar,,Quartz,12,,32,Stainless Steel,3,Stainless Steel,Scratch Resistant Hardlex,White,,Black,,,"Hour, Minute, Solar-powered","Yellow gold-tone stainless steel case with a black (calfskin) leather strap. Fixed yellow gold-tone bezel. White dial with black hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Seiko caliber V115 quartz movement with a 12 month power reserve. Scratch resistant Hardlex crystal. Pull / push crown. Solid case back. Case dimensions: 32 mm x 28.5 mm. Case thickness: 6.1 mm. Rectangle case shape. Band width: 22 mm. Band length: 8 inches. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, solar-powered. Casual watch style. Watch label: Japan Movt. Seiko Solar White Dial Black Leather Men's Watch SUP880.","Leather, Solar, Stainless Steel"
